timestamp,metric,value,sensor_id,quality_flag
2025-10-10 09:00:00,substation_A_reading,50.014901424590334,sensor_substation_A_01,GOOD
2025-10-10 09:00:01,substation_A_reading,49.996026603801454,sensor_substation_A_01,GOOD
2025-10-10 09:00:02,substation_A_reading,50.01977972128454,sensor_substation_A_01,GOOD
2025-10-10 09:00:03,substation_A_reading,50.04621449207538,sensor_substation_A_01,GOOD
2025-10-10 09:00:04,substation_A_reading,49.99367352478809,sensor_substation_A_01,GOOD
2025-10-10 09:00:05,substation_A_reading,49.993848544841356,sensor_substation_A_01,GOOD
2025-10-10 09:00:06,substation_A_reading,50.04842356287685,sensor_substation_A_01,GOOD
2025-10-10 09:00:07,substation_A_reading,50.024244741958114,sensor_substation_A_01,GOOD
2025-10-10 09:00:08,substation_A_reading,49.98731198645587,sensor_substation_A_01,GOOD
2025-10-10 09:00:09,substation_A_reading,50.01784753303876,sensor_substation_A_01,GOOD
2025-10-10 09:00:10,substation_A_reading,49.98784270985936,sensor_substation_A_01,GOOD
2025-10-10 09:00:11,substation_A_reading,49.98794785163286,sensor_substation_A_01,GOOD
2025-10-10 09:00:12,substation_A_reading,50.00935311013532,sensor_substation_A_01,GOOD
2025-10-10 09:00:13,substation_A_reading,49.94487032601754,sensor_substation_A_01,GOOD
2025-10-10 09:00:14,substation_A_reading,49.95069568283987,sensor_substation_A_01,GOOD
2025-10-10 09:00:15,substation_A_reading,49.98574906895356,sensor_substation_A_01,GOOD
2025-10-10 09:00:16,substation_A_reading,49.97240723026233,sensor_substation_A_01,GOOD
2025-10-10 09:00:17,substation_A_reading,50.01239404438637,sensor_substation_A_01,GOOD
2025-10-10 09:00:18,substation_A_reading,49.975900353642174,sensor_substation_A_01,GOOD
2025-10-10 09:00:19,substation_A_reading,49.96094640679879,sensor_substation_A_01,GOOD
2025-10-10 09:00:20,substation_A_reading,50.0474594127379,sensor_substation_A_01,GOOD
2025-10-10 09:00:21,substation_A_reading,49.996891081856056,sensor_substation_A_01,GOOD
2025-10-10 09:00:22,substation_A_reading,50.00586462704939,sensor_substation_A_01,GOOD
2025-10-10 09:00:23,substation_A_reading,49.96127073366685,sensor_substation_A_01,GOOD
2025-10-10 09:00:24,substation_A_reading,49.98785608363716,sensor_substation_A_01,GOOD
2025-10-10 09:00:25,substation_A_reading,50.00768961642783,sensor_substation_A_01,GOOD
2025-10-10 09:00:26,substation_A_reading,49.97000649149025,sensor_substation_A_01,GOOD
2025-10-10 09:00:27,substation_A_reading,50.01598158562133,sensor_substation_A_01,GOOD
2025-10-10 09:00:28,substation_A_reading,49.986865816282,sensor_substation_A_01,GOOD
2025-10-10 09:00:29,substation_A_reading,49.99630848151387,sensor_substation_A_01,GOOD
2025-10-10 09:00:30,substation_A_reading,49.98718239725741,sensor_substation_A_01,GOOD
2025-10-10 09:00:31,substation_A_reading,50.060976226833745,sensor_substation_A_01,GOOD
2025-10-10 09:00:32,substation_A_reading,50.00517723375717,sensor_substation_A_01,GOOD
2025-10-10 09:00:33,substation_A_reading,49.97402507482728,sensor_substation_A_01,GOOD
2025-10-10 09:00:34,substation_A_reading,50.03060698472069,sensor_substation_A_01,GOOD
2025-10-10 09:00:35,substation_A_reading,49.96947954445436,sensor_substation_A_01,GOOD
2025-10-10 09:00:36,substation_A_reading,50.01254495980307,sensor_substation_A_01,GOOD
2025-10-10 09:00:37,substation_A_reading,49.9476631271089,sensor_substation_A_01,GOOD
2025-10-10 09:00:38,substation_A_reading,49.966781808573046,sensor_substation_A_01,GOOD
2025-10-10 09:00:39,substation_A_reading,50.01270736614259,sensor_substation_A_01,GOOD
2025-10-10 09:00:40,substation_A_reading,50.02912964477427,sensor_substation_A_01,GOOD
2025-10-10 09:00:41,substation_A_reading,50.01229079286897,sensor_substation_A_01,GOOD
2025-10-10 09:00:42,substation_A_reading,50.00385437124112,sensor_substation_A_01,GOOD
2025-10-10 09:00:43,substation_A_reading,49.99846476181496,sensor_substation_A_01,GOOD
2025-10-10 09:00:44,substation_A_reading,49.96331624310166,sensor_substation_A_01,GOOD
2025-10-10 09:00:45,substation_A_reading,49.986250583320945,sensor_substation_A_01,GOOD
2025-10-10 09:00:46,substation_A_reading,49.99420072930409,sensor_substation_A_01,GOOD
2025-10-10 09:00:47,substation_A_reading,50.03990751764957,sensor_substation_A_01,GOOD
2025-10-10 09:00:48,substation_A_reading,50.01867633302029,sensor_substation_A_01,GOOD
2025-10-10 09:00:49,substation_A_reading,49.95565048765285,sensor_substation_A_01,GOOD
2025-10-10 09:00:50,substation_A_reading,50.01843809335661,sensor_substation_A_01,GOOD
2025-10-10 09:00:51,substation_A_reading,49.99733696127416,sensor_substation_A_01,GOOD
2025-10-10 09:00:52,substation_A_reading,49.9887555980106,sensor_substation_A_01,GOOD
2025-10-10 09:00:53,substation_A_reading,50.027587347409884,sensor_substation_A_01,GOOD
2025-10-10 09:00:54,substation_A_reading,50.04034081700673,sensor_substation_A_01,GOOD
2025-10-10 09:00:55,substation_A_reading,50.03752297882551,sensor_substation_A_01,GOOD
2025-10-10 09:00:56,substation_A_reading,49.984581764279234,sensor_substation_A_01,GOOD
2025-10-10 09:00:57,substation_A_reading,50.000655603698824,sensor_substation_A_01,GOOD
2025-10-10 09:00:58,substation_A_reading,50.0200435326604,sensor_substation_A_01,GOOD
2025-10-10 09:00:59,substation_A_reading,50.03954560749239,sensor_substation_A_01,GOOD
2025-10-10 09:01:00,substation_A_reading,49.996077619191404,sensor_substation_A_01,GOOD
2025-10-10 09:01:01,substation_A_reading,50.005056637833704,sensor_substation_A_01,GOOD
2025-10-10 09:01:02,substation_A_reading,49.97760988635042,sensor_substation_A_01,GOOD
2025-10-10 09:01:03,substation_A_reading,49.975087232386684,sensor_substation_A_01,GOOD
2025-10-10 09:01:04,substation_A_reading,50.03552266789246,sensor_substation_A_01,GOOD
2025-10-10 09:01:05,substation_A_reading,50.052007522233914,sensor_substation_A_01,GOOD
2025-10-10 09:01:06,substation_A_reading,50.009333411401876,sensor_substation_A_01,GOOD
2025-10-10 09:01:07,substation_A_reading,50.04177306064669,sensor_substation_A_01,GOOD
2025-10-10 09:01:08,substation_A_reading,50.02268947758208,sensor_substation_A_01,GOOD
2025-10-10 09:01:09,substation_A_reading,49.99266009124531,sensor_substation_A_01,GOOD
2025-10-10 09:01:10,substation_A_reading,50.02302880250576,sensor_substation_A_01,GOOD
2025-10-10 09:01:11,substation_A_reading,50.05850124466803,sensor_substation_A_01,GOOD
2025-10-10 09:01:12,substation_A_reading,50.01145854218313,sensor_substation_A_01,GOOD
2025-10-10 09:01:13,substation_A_reading,50.05964577053456,sensor_substation_A_01,GOOD
2025-10-10 09:01:14,substation_A_reading,49.93428720653506,sensor_substation_A_01,GOOD
2025-10-10 09:01:15,substation_A_reading,50.03770969435326,sensor_substation_A_01,GOOD
2025-10-10 09:01:16,substation_A_reading,50.01583705107286,sensor_substation_A_01,GOOD
2025-10-10 09:01:17,substation_A_reading,50.004428398027855,sensor_substation_A_01,GOOD
