timestamp,metric,value,sensor_id,quality_flag
2025-10-10 09:00:00,pump_station_7_reading,1450.6982583710794,sensor_pump_station_7_01,GOOD
2025-10-10 09:00:01,pump_station_7_reading,1450.3600297232617,sensor_pump_station_7_01,GOOD
2025-10-10 09:00:02,pump_station_7_reading,1454.1362150586274,sensor_pump_station_7_01,GOOD
2025-10-10 09:00:03,pump_station_7_reading,1445.885449889504,sensor_pump_station_7_01,GOOD
2025-10-10 09:00:04,pump_station_7_reading,1441.4212621939764,sensor_pump_station_7_01,GOOD
2025-10-10 09:00:05,pump_station_7_reading,1450.9586457904584,sensor_pump_station_7_01,GOOD
2025-10-10 09:00:06,pump_station_7_reading,1451.6155881434179,sensor_pump_station_7_01,GOOD
2025-10-10 09:00:07,pump_station_7_reading,1457.6923370639431,sensor_pump_station_7_01,GOOD
2025-10-10 09:00:08,pump_station_7_reading,1443.9274333751575,sensor_pump_station_7_01,GOOD
2025-10-10 09:00:09,pump_station_7_reading,1456.08761517982,sensor_pump_station_7_01,GOOD
2025-10-10 09:00:10,pump_station_7_reading,1462.1861199488812,sensor_pump_station_7_01,GOOD
2025-10-10 09:00:11,pump_station_7_reading,1448.4951244103815,sensor_pump_station_7_01,GOOD
2025-10-10 09:00:12,pump_station_7_reading,1443.964137300201,sensor_pump_station_7_01,GOOD
2025-10-10 09:00:13,pump_station_7_reading,1448.4188748395886,sensor_pump_station_7_01,GOOD
2025-10-10 09:00:14,pump_station_7_reading,1450.55866839991,sensor_pump_station_7_01,GOOD
2025-10-10 09:00:15,pump_station_7_reading,1453.342478341192,sensor_pump_station_7_01,GOOD
2025-10-10 09:00:16,pump_station_7_reading,1447.601459125281,sensor_pump_station_7_01,GOOD
2025-10-10 09:00:17,pump_station_7_reading,1458.369317552439,sensor_pump_station_7_01,GOOD
2025-10-10 09:00:18,pump_station_7_reading,1445.0555536065224,sensor_pump_station_7_01,GOOD
2025-10-10 09:00:19,pump_station_7_reading,1441.9670778069067,sensor_pump_station_7_01,GOOD
2025-10-10 09:00:20,pump_station_7_reading,1456.2315420554864,sensor_pump_station_7_01,GOOD
2025-10-10 09:00:21,pump_station_7_reading,1439.3597690181002,sensor_pump_station_7_01,GOOD
2025-10-10 09:00:22,pump_station_7_reading,1449.7471073373868,sensor_pump_station_7_01,GOOD
2025-10-10 09:00:23,pump_station_7_reading,1466.3910414966913,sensor_pump_station_7_01,GOOD
2025-10-10 09:00:24,pump_station_7_reading,1450.7772953097842,sensor_pump_station_7_01,GOOD
2025-10-10 09:00:25,pump_station_7_reading,1445.2685494938255,sensor_pump_station_7_01,GOOD
2025-10-10 09:00:26,pump_station_7_reading,1450.620272443651,sensor_pump_station_7_01,GOOD
2025-10-10 09:00:27,pump_station_7_reading,1450.6881250710953,sensor_pump_station_7_01,GOOD
2025-10-10 09:00:28,pump_station_7_reading,1451.7802450976778,sensor_pump_station_7_01,GOOD
2025-10-10 09:00:29,pump_station_7_reading,1454.3231737123324,sensor_pump_station_7_01,GOOD
2025-10-10 09:00:30,pump_station_7_reading,1445.85116328302,sensor_pump_station_7_01,GOOD
2025-10-10 09:00:31,pump_station_7_reading,1459.5193165358796,sensor_pump_station_7_01,GOOD
2025-10-10 09:00:32,pump_station_7_reading,1452.3420015217264,sensor_pump_station_7_01,GOOD
2025-10-10 09:00:33,pump_station_7_reading,1454.7852507712003,sensor_pump_station_7_01,GOOD
2025-10-10 09:00:34,pump_station_7_reading,1448.045380472741,sensor_pump_station_7_01,GOOD
2025-10-10 09:00:35,pump_station_7_reading,1457.6528814756748,sensor_pump_station_7_01,GOOD
2025-10-10 09:00:36,pump_station_7_reading,1449.970548346521,sensor_pump_station_7_01,GOOD
2025-10-10 09:00:37,pump_station_7_reading,1452.6784087325268,sensor_pump_station_7_01,GOOD
2025-10-10 09:00:38,pump_station_7_reading,1446.6599476220642,sensor_pump_station_7_01,GOOD
2025-10-10 09:00:39,pump_station_7_reading,1446.3756476812941,sensor_pump_station_7_01,GOOD
2025-10-10 09:00:40,pump_station_7_reading,1454.8361560071469,sensor_pump_station_7_01,GOOD
2025-10-10 09:00:41,pump_station_7_reading,1449.2119147356168,sensor_pump_station_7_01,GOOD
2025-10-10 09:00:42,pump_station_7_reading,1447.195648505031,sensor_pump_station_7_01,GOOD
2025-10-10 09:00:43,pump_station_7_reading,1448.2836578263914,sensor_pump_station_7_01,GOOD
2025-10-10 09:00:44,pump_station_7_reading,1455.0291459211235,sensor_pump_station_7_01,GOOD
2025-10-10 09:00:45,pump_station_7_reading,1448.4239926085388,sensor_pump_station_7_01,GOOD
2025-10-10 09:00:46,pump_station_7_reading,1451.0157038285665,sensor_pump_station_7_01,GOOD
2025-10-10 09:00:47,pump_station_7_reading,1451.7139089240363,sensor_pump_station_7_01,GOOD
2025-10-10 09:00:48,pump_station_7_reading,1442.0868124365948,sensor_pump_station_7_01,GOOD
2025-10-10 09:00:49,pump_station_7_reading,1444.3527064358798,sensor_pump_station_7_01,GOOD
2025-10-10 09:00:50,pump_station_7_reading,1453.4245043011908,sensor_pump_station_7_01,GOOD
2025-10-10 09:00:51,pump_station_7_reading,1448.0927391315654,sensor_pump_station_7_01,GOOD
2025-10-10 09:00:52,pump_station_7_reading,1457.0962761603578,sensor_pump_station_7_01,GOOD
2025-10-10 09:00:53,pump_station_7_reading,1456.681447270184,sensor_pump_station_7_01,GOOD
2025-10-10 09:00:54,pump_station_7_reading,1455.4780095981473,sensor_pump_station_7_01,GOOD
2025-10-10 09:00:55,pump_station_7_reading,1461.0157739869674,sensor_pump_station_7_01,GOOD
2025-10-10 09:00:56,pump_station_7_reading,1451.5362113564672,sensor_pump_station_7_01,GOOD
2025-10-10 09:00:57,pump_station_7_reading,1455.230804624392,sensor_pump_station_7_01,GOOD
2025-10-10 09:00:58,pump_station_7_reading,1449.0991210606787,sensor_pump_station_7_01,GOOD
2025-10-10 09:00:59,pump_station_7_reading,1464.3177003000887,sensor_pump_station_7_01,GOOD
2025-10-10 09:01:00,pump_station_7_reading,1462.0087375275332,sensor_pump_station_7_01,GOOD
2025-10-10 09:01:01,pump_station_7_reading,1452.1846835993138,sensor_pump_station_7_01,GOOD
2025-10-10 09:01:02,pump_station_7_reading,1454.0929182636464,sensor_pump_station_7_01,GOOD
2025-10-10 09:01:03,pump_station_7_reading,1458.9911742186448,sensor_pump_station_7_01,GOOD
2025-10-10 09:01:04,pump_station_7_reading,1451.493681120056,sensor_pump_station_7_01,GOOD
2025-10-10 09:01:05,pump_station_7_reading,1448.9809439213595,sensor_pump_station_7_01,GOOD
2025-10-10 09:01:06,pump_station_7_reading,1456.6686917648917,sensor_pump_station_7_01,GOOD
2025-10-10 09:01:07,pump_station_7_reading,1452.725610972405,sensor_pump_station_7_01,GOOD
2025-10-10 09:01:08,pump_station_7_reading,1453.2830516143565,sensor_pump_station_7_01,GOOD
2025-10-10 09:01:09,pump_station_7_reading,1448.231380061353,sensor_pump_station_7_01,GOOD
2025-10-10 09:01:10,pump_station_7_reading,1443.849026126286,sensor_pump_station_7_01,GOOD
2025-10-10 09:01:11,pump_station_7_reading,1453.6527415842054,sensor_pump_station_7_01,GOOD
2025-10-10 09:01:12,pump_station_7_reading,1457.031474878757,sensor_pump_station_7_01,GOOD
2025-10-10 09:01:13,pump_station_7_reading,1451.4122584266468,sensor_pump_station_7_01,GOOD
2025-10-10 09:01:14,pump_station_7_reading,1459.7580595293455,sensor_pump_station_7_01,GOOD
2025-10-10 09:01:15,pump_station_7_reading,1449.0909422173233,sensor_pump_station_7_01,GOOD
2025-10-10 09:01:16,pump_station_7_reading,1447.3716055303128,sensor_pump_station_7_01,GOOD
2025-10-10 09:01:17,pump_station_7_reading,1452.3435721723852,sensor_pump_station_7_01,GOOD
2025-10-10 09:01:18,pump_station_7_reading,1452.3013485719296,sensor_pump_station_7_01,GOOD
2025-10-10 09:01:19,pump_station_7_reading,1456.598734577419,sensor_pump_station_7_01,GOOD
2025-10-10 09:01:20,pump_station_7_reading,1448.9086478988813,sensor_pump_station_7_01,GOOD
2025-10-10 09:01:21,pump_station_7_reading,1459.6584958228261,sensor_pump_station_7_01,GOOD
2025-10-10 09:01:22,pump_station_7_reading,1462.6871634866516,sensor_pump_station_7_01,GOOD
2025-10-10 09:01:23,pump_station_7_reading,1452.6914038851778,sensor_pump_station_7_01,GOOD
2025-10-10 09:01:24,pump_station_7_reading,1459.1702126721698,sensor_pump_station_7_01,GOOD
2025-10-10 09:01:25,pump_station_7_reading,1447.6737028694658,sensor_pump_station_7_01,GOOD
