timestamp,metric,value,sensor_id,quality_flag
2025-10-10 09:00:00,hospital_cumberland_reading,100.0,sensor_hospital_cumberland_01,GOOD
2025-10-10 09:00:01,hospital_cumberland_reading,100.0,sensor_hospital_cumberland_01,GOOD
2025-10-10 09:00:02,hospital_cumberland_reading,100.0,sensor_hospital_cumberland_01,GOOD
2025-10-10 09:00:03,hospital_cumberland_reading,99.93906686866457,sensor_hospital_cumberland_01,GOOD
2025-10-10 09:00:04,hospital_cumberland_reading,100.0,sensor_hospital_cumberland_01,GOOD
2025-10-10 09:00:05,hospital_cumberland_reading,100.0,sensor_hospital_cumberland_01,GOOD
2025-10-10 09:00:06,hospital_cumberland_reading,100.0,sensor_hospital_cumberland_01,GOOD
2025-10-10 09:00:07,hospital_cumberland_reading,100.0,sensor_hospital_cumberland_01,GOOD
2025-10-10 09:00:08,hospital_cumberland_reading,100.0,sensor_hospital_cumberland_01,GOOD
2025-10-10 09:00:09,hospital_cumberland_reading,99.70730599428822,sensor_hospital_cumberland_01,GOOD
2025-10-10 09:00:10,hospital_cumberland_reading,100.0,sensor_hospital_cumberland_01,GOOD
2025-10-10 09:00:11,hospital_cumberland_reading,100.0,sensor_hospital_cumberland_01,GOOD
2025-10-10 09:00:12,hospital_cumberland_reading,100.0,sensor_hospital_cumberland_01,GOOD
2025-10-10 09:00:13,hospital_cumberland_reading,100.0,sensor_hospital_cumberland_01,GOOD
2025-10-10 09:00:14,hospital_cumberland_reading,100.0,sensor_hospital_cumberland_01,GOOD
2025-10-10 09:00:15,hospital_cumberland_reading,100.0,sensor_hospital_cumberland_01,GOOD
2025-10-10 09:00:16,hospital_cumberland_reading,99.89027287059427,sensor_hospital_cumberland_01,GOOD
2025-10-10 09:00:17,hospital_cumberland_reading,99.50500894748073,sensor_hospital_cumberland_01,GOOD
2025-10-10 09:00:18,hospital_cumberland_reading,100.0,sensor_hospital_cumberland_01,GOOD
2025-10-10 09:00:19,hospital_cumberland_reading,99.81091587087101,sensor_hospital_cumberland_01,GOOD
2025-10-10 09:00:20,hospital_cumberland_reading,100.0,sensor_hospital_cumberland_01,GOOD
2025-10-10 09:00:21,hospital_cumberland_reading,100.0,sensor_hospital_cumberland_01,GOOD
2025-10-10 09:00:22,hospital_cumberland_reading,100.0,sensor_hospital_cumberland_01,GOOD
2025-10-10 09:00:23,hospital_cumberland_reading,99.6858374518939,sensor_hospital_cumberland_01,GOOD
2025-10-10 09:00:24,hospital_cumberland_reading,100.0,sensor_hospital_cumberland_01,GOOD
2025-10-10 09:00:25,hospital_cumberland_reading,99.98652547178457,sensor_hospital_cumberland_01,GOOD
2025-10-10 09:00:26,hospital_cumberland_reading,99.93773180608478,sensor_hospital_cumberland_01,GOOD
2025-10-10 09:00:27,hospital_cumberland_reading,99.94973894441812,sensor_hospital_cumberland_01,GOOD
2025-10-10 09:00:28,hospital_cumberland_reading,99.35429785001934,sensor_hospital_cumberland_01,GOOD
2025-10-10 09:00:29,hospital_cumberland_reading,99.87473668974242,sensor_hospital_cumberland_01,GOOD
