timestamp,metric,value,sensor_id,quality_flag
2025-10-10 09:00:00,treatment_plant_reading,94.49844950596432,sensor_treatment_plant_01,GOOD
2025-10-10 09:00:01,treatment_plant_reading,94.86295481978148,sensor_treatment_plant_01,GOOD
2025-10-10 09:00:02,treatment_plant_reading,95.5198858992909,sensor_treatment_plant_01,GOOD
2025-10-10 09:00:03,treatment_plant_reading,94.7198375264737,sensor_treatment_plant_01,GOOD
2025-10-10 09:00:04,treatment_plant_reading,94.5960190956097,sensor_treatment_plant_01,GOOD
2025-10-10 09:00:05,treatment_plant_reading,94.53035207216546,sensor_treatment_plant_01,GOOD
2025-10-10 09:00:06,treatment_plant_reading,95.18638420396472,sensor_treatment_plant_01,GOOD
2025-10-10 09:00:07,treatment_plant_reading,94.85944764568879,sensor_treatment_plant_01,GOOD
2025-10-10 09:00:08,treatment_plant_reading,95.54598397659885,sensor_treatment_plant_01,GOOD
2025-10-10 09:00:09,treatment_plant_reading,95.28596651221784,sensor_treatment_plant_01,GOOD
2025-10-10 09:00:10,treatment_plant_reading,92.66768815641447,sensor_treatment_plant_01,GOOD
2025-10-10 09:00:11,treatment_plant_reading,93.59877874051098,sensor_treatment_plant_01,GOOD
2025-10-10 09:00:12,treatment_plant_reading,94.59938982797112,sensor_treatment_plant_01,GOOD
2025-10-10 09:00:13,treatment_plant_reading,95.78400207144495,sensor_treatment_plant_01,GOOD
2025-10-10 09:00:14,treatment_plant_reading,94.47865724790921,sensor_treatment_plant_01,GOOD
2025-10-10 09:00:15,treatment_plant_reading,95.29967292124577,sensor_treatment_plant_01,GOOD
2025-10-10 09:00:16,treatment_plant_reading,95.4787965885829,sensor_treatment_plant_01,GOOD
2025-10-10 09:00:17,treatment_plant_reading,95.43221300662276,sensor_treatment_plant_01,GOOD
2025-10-10 09:00:18,treatment_plant_reading,94.5620605760583,sensor_treatment_plant_01,GOOD
2025-10-10 09:00:19,treatment_plant_reading,94.08152999256477,sensor_treatment_plant_01,GOOD
